organism,complete_buscos,single_copy_buscos,fragmented_buscos,missing_buscos
GCA_022598595.1_ASM2259859v1_genomic.fna,747,744,1,10
GCA_911456355.1_Pnal_ESE00252_genomic.fna,720,714,23,15
GCA_029990395.1_CFS.nuclear_genome_genomic.fna,730,711,3,25
GCA_030267525.1_ASM3026752v1_genomic.fna,732,718,1,25
GCA_036428585.1_ASM3642858v1_genomic.fna,707,707,8,43
GCA_022539325.1_XyFL0804_2_genomic.fna,749,747,2,7
GCA_011057905.1_ASM1105790v1_genomic.fna,730,729,12,16
GCA_020573595.1_ASM2057359v1_genomic.fna,747,745,6,5
GCA_020502575.1_ASM2050257v1_genomic.fna,744,743,7,7
GCA_036320695.1_ASM3632069v1_genomic.fna,752,751,1,5
GCA_003290285.1_FPRO05_genomic.fna,750,745,3,5
GCA_003367925.1_YarliYB419_genomic.fna,744,743,3,11
GCA_016628565.1_Suipla1_genomic.fna,725,650,8,25
GCA_011801575.2_ASM1180157v2_genomic.fna,709,536,18,31
GCA_036872635.1_ASM3687263v1_genomic.fna,738,736,6,14
GCA_009663055.1_ASM966305v1_genomic.fna,751,748,2,5
GCA_041956425.1_Humhy1_genomic.fna,721,717,21,16
GCA_911197205.1_Psal_DTO198-E3_genomic.fna,748,745,1,9
GCA_018360345.1_CSU_LM84_v1_genomic.fna,737,732,12,9
GCA_020501575.1_ASM2050157v1_genomic.fna,744,743,8,6
GCA_029542805.1_ASM2954280v1_genomic.fna,716,714,5,37
GCA_028639655.1_ASM2863965v1_genomic.fna,748,744,4,6
GCA_963923925.1_CBS573.63_annotated_assembly_updated_genomic.fna,752,749,0,6
GCA_000784495.1_Cand_albi_P76067_V1_genomic.fna,721,717,8,29
GCA_949123285.1_CGH_3_HP.nuclear_genome.ScRAP_genomic.fna,644,626,6,108
GCA_025786725.1_Synfus1_genomic.fna,579,515,64,115
GCA_018360955.1_CSU_LM46_v1_genomic.fna,745,735,6,7
GCA_900492705.2_MDC_Fg1_genomic.fna,743,740,3,12
GCA_004802695.1_ASM480269v1_genomic.fna,713,710,14,31
GCA_022570775.2_ASM2257077v2_genomic.fna,744,735,4,10
GCA_020503885.1_ASM2050388v1_genomic.fna,744,743,7,7
GCA_035926955.1_ASM3592695v1_genomic.fna,752,751,1,5
GCA_014049455.1_ASM1404945v1_genomic.fna,724,714,4,30
GCA_004522665.1_ASM452266v1_genomic.fna,746,729,6,6
GCA_004931855.1_ASM493185v1_genomic.fna,671,668,10,77
GCA_024761675.1_ASM2476167v1_genomic.fna,718,78,22,18
GCA_020568055.1_ASM2056805v1_genomic.fna,747,745,6,5
GCA_949123295.1_CIC_HP2.nuclear_genome.ScRAP_genomic.fna,675,661,13,70
GCA_011801305.2_ASM1180130v2_genomic.fna,710,537,18,30
GCA_036173025.1_ASM3617302v1_genomic.fna,752,750,1,5
GCA_019632295.1_Tulasn418_1.0_genomic.fna,683,680,29,46
GCA_003550325.1_ASM355032v1_genomic.fna,709,686,16,33
GCA_002222395.1_Cryp_neof_MW_RSA36_V1_genomic.fna,699,696,8,51
GCA_001636745.1_NOR_1.0_genomic.fna,744,740,3,11
GCA_027576935.1_UCR_DiveRSA567_1.0_genomic.fna,596,595,51,111
GCA_036320705.1_ASM3632070v1_genomic.fna,754,32,1,3
GCA_005059875.1_ASM505987v1_genomic.fna,625,624,26,107
GCA_022578865.1_XylFL0043_genomic.fna,744,742,2,12
GCA_004768765.1_ASM476876v1_genomic.fna,747,746,6,5
GCA_020570635.1_ASM2057063v1_genomic.fna,746,744,7,5
GCA_022578905.1_XylarbFL1030_genomic.fna,748,745,0,10
GCA_023645825.1_KEW_Slac1_genomic.fna,750,749,2,6
GCA_020501405.1_ASM2050140v1_genomic.fna,745,744,5,8
GCA_001402995.1_New2.3_08062011_genomic.fna,746,688,2,10
GCA_963921895.1_CBS139747_annotated_assembly_genomic.fna,747,745,3,8
GCA_015501585.1_Rhobut1_1_genomic.fna,727,578,7,24
GCA_002920205.1_ASM292020v1_genomic.fna,601,559,31,126
GCA_020500445.1_ASM2050044v1_genomic.fna,745,744,6,7
GCA_019454015.1_ASM1945401v1_genomic.fna,748,745,2,8
GCA_000934395.1_Fishe1_genomic.fna,719,704,12,27
GCA_001511075.1_Acal_Allpaths_LG_genomic.fna,747,745,6,5
GCA_958305055.1_cclaro-a-2_genomic.fna,603,312,52,103
GCA_004154745.1_ASM415474v1_genomic.fna,750,747,3,5
GCA_003704345.1_ASM370434v1_genomic.fna,731,153,20,7
GCA_949123955.1_AEL_HP2.nuclear_genome.ScRAP_genomic.fna,717,702,3,38
GCA_032433605.1_ASM3243360v1_genomic.fna,745,740,4,9
GCA_900000135.1_RMATCC62417_Allpaths-LG_genomic.fna,733,426,10,15
GCA_027577035.1_UCR_CothIMI214461_1.0_genomic.fna,593,586,62,103
GCA_027577595.1_UCR_CoemRSA487_1.0_genomic.fna,686,675,14,58
GCA_000002525.1_ASM252v1_genomic.fna,743,742,4,11
GCA_000977985.2_Sc_YJM1450_v1_genomic.fna,726,709,1,31
GCA_030549215.1_Schves1_genomic.fna,747,744,1,10
GCA_015852375.1_UCR_MclonKOD947_1.0_genomic.fna,707,655,19,32
GCA_019633595.1_Tulasn9824_1.0_genomic.fna,633,625,54,71
GCA_020580725.1_ASM2058072v1_genomic.fna,747,745,6,5
GCA_019924575.1_ASM1992457v1_genomic.fna,551,231,137,70
GCA_958431285.1_cclaro-a-3n_genomic.fna,682,602,27,49
GCA_000151335.1_JCVI-cpa1-1.0_genomic.fna,751,750,2,5
GCA_030060715.1_Pva_DTO032I3_2_genomic.fna,747,741,2,9
GCA_024761605.1_ASM2476160v1_genomic.fna,734,131,19,5
GCA_003344505.1_Aspph1_genomic.fna,747,744,2,9
GCA_020503305.1_ASM2050330v1_genomic.fna,746,745,5,7
GCA_000770705.1_BBA1.0_genomic.fna,725,718,19,14
GCA_033458375.1_Neucr4830_1_genomic.fna,748,732,2,8
GCA_020498875.1_ASM2049887v1_genomic.fna,745,744,6,7
GCA_949122065.1_BFH_HP2.nuclear_genome.ScRAP_genomic.fna,731,715,1,26
GCA_035927325.1_ASM3592732v1_genomic.fna,340,240,199,219
GCA_003942215.1_ASM394221v1_genomic.fna,700,700,10,48
GCA_026686785.1_ASM2668678v1_genomic.fna,707,691,17,34
GCA_022829835.1_ASM2282983v1_genomic.fna,744,742,7,7
GCA_013421405.2_ASM1342140v2_genomic.fna,744,741,5,9
GCA_033296915.1_Podbra1_genomic.fna,741,738,7,10
GCA_025688815.1_Aspcar1_genomic.fna,750,748,3,5
GCA_002104895.1_Anaeromyces_sp._S4_v1.0_genomic.fna,618,595,15,125
GCA_002573605.1_Poly_hyst_7299_V1_genomic.fna,740,739,11,7
GCA_027604745.1_ASM2760474v1_genomic.fna,534,486,60,164
GCA_000827465.1_Tulasnella_calospora_AL13_4D_v1.0_genomic.fna,619,596,70,69
GCA_014925825.1_Phohig1_genomic.fna,700,404,20,38
GCA_020502005.1_ASM2050200v1_genomic.fna,745,744,5,8
GCA_028827535.1_ASM2882753v1_genomic.fna,740,737,8,10
GCA_004156035.1_ASM415603v1_genomic.fna,749,747,3,6
GCA_037074415.1_ASM3707441v1_genomic.fna,737,735,11,10
GCA_000775465.1_Cand_albi_P34048_V1_genomic.fna,718,712,4,36
GCA_002120325.1_DalEC12_v.1.0_genomic.fna,749,748,1,8
GCA_949122235.1_ANL_HP.nuclear_genome.ScRAP_genomic.fna,728,4,2,28
GCA_001466705.2_ASM146670v2_genomic.fna,726,719,7,25
GCA_000975945.2_Sc_YJM428_v1_genomic.fna,733,713,1,24
GCA_001673695.2_ASM167369v2_genomic.fna,726,725,5,27
GCA_901446245.1_MDC_Fg13_genomic.fna,749,747,2,7
GCA_015039315.1_ClaPMI390_genomic.fna,721,712,17,20
GCA_002008025.1_ASM200802v1_genomic.fna,722,718,2,34
GCA_000835755.2_ASM83575v2_genomic.fna,716,715,7,35
GCA_038497395.1_Lipokono1_genomic.fna,722,715,18,18
GCA_000193285.1_Mag_poae_ATCC_64411_V1_genomic.fna,607,605,61,90
GCA_029991815.1_ACH.nuclear_genome_genomic.fna,733,715,1,24
GCA_910592255.1_Claroideoglomus_candidum_NC172_genomic.fna,679,598,28,51
GCA_004109745.1_ASM410974v1_genomic.fna,731,729,10,17
GCA_006536005.1_ASM653600v1_genomic.fna,683,668,23,52
GCA_947369955.1_BLD_1a.nuclear_genome_genomic.fna,733,716,1,24
GCA_030407005.1_Armect1_genomic.fna,731,723,12,15
GCA_022750515.1_UCR_MspNRRL2760_1.0_genomic.fna,724,671,9,25
GCA_004679265.1_ASM467926v1_genomic.fna,711,707,19,28
GCA_009805715.1_ASM980571v1_genomic.fna,504,502,26,228
GCA_012184645.1_IPPP_Chae_K1.1_genomic.fna,724,722,4,30
GCA_025201725.1_Chytri1_genomic.fna,582,510,52,124
GCA_001630375.1_AscRab1.0_genomic.fna,748,743,4,6
GCA_030435615.1_Armlut1_genomic.fna,729,462,11,18
GCA_022788515.1_ASM2278851v1_genomic.fna,750,747,2,6
GCA_949124595.1_ASG.nuclear_genome.ScRAP_genomic.fna,733,716,1,24
GCA_027578215.1_UCR_CoemRSA455_1.0_genomic.fna,493,464,114,151
GCA_020502125.1_ASM2050212v1_genomic.fna,747,746,6,5
GCA_020580425.1_ASM2058042v1_genomic.fna,746,744,7,5
GCA_027575355.1_UCR_CoemRSA2598_1.0_genomic.fna,535,521,70,153
GCA_028027665.1_ASM2802766v1_genomic.fna,673,672,5,80
GCA_028828985.1_ASM2882898v1_genomic.fna,704,703,31,23
GCA_022578965.1_XyFL1777_1_genomic.fna,745,744,1,12
GCA_001432165.1_ASM143216v1_genomic.fna,83,83,49,626
GCA_004918885.1_ASM491888v1_genomic.fna,680,679,14,64
GCA_000978165.2_Sc_YJM1526_v1_genomic.fna,733,716,1,24
GCA_001636715.1_AAP_1.0_genomic.fna,703,701,27,28
GCA_019565615.1_ASM1956561v1_genomic.fna,749,744,2,7
GCA_030247865.1_UCR_TK_1_genomic.fna,751,749,6,1
GCA_004917205.1_ASM491720v1_genomic.fna,752,750,3,3
GCA_016098105.1_UCR_MwolfiiNRRL6351_1.0_genomic.fna,732,722,9,17
GCA_014904835.1_Paxam1_genomic.fna,720,714,7,31
GCA_029991755.1_CEQ_1a.nuclear_genome_genomic.fna,732,715,2,24
GCA_025328335.1_ASM2532833v1_genomic.fna,737,734,11,10
GCA_004917165.1_ASM491716v1_genomic.fna,753,752,3,2
GCA_002003045.1_Lened_assembly01_genomic.fna,706,699,23,29
GCA_021432625.1_Leptod1_genomic.fna,749,741,1,8
GCA_004786065.1_Ascni1_genomic.fna,746,733,3,9
GCA_029990315.1_CCT_1a.nuclear_genome_genomic.fna,733,716,1,24
GCA_000227095.3_Scomplicata_3.0_genomic.fna,742,726,7,9
GCA_035931935.1_ASM3593193v1_genomic.fna,752,751,3,3
GCA_012979565.1_PM_ss13_v1_genomic.fna,728,630,9,21
GCA_004786265.1_ASM478626v1_genomic.fna,748,747,5,5
GCA_019924115.1_ASM1992411v1_genomic.fna,565,320,128,65
GCA_019207965.1_ASM1920796v1_genomic.fna,723,722,9,26
GCA_911456365.1_Psal_LCP06525_genomic.fna,746,742,2,10
GCA_026914185.1_ASM2691418v1_genomic.fna,656,623,22,80
GCA_000320565.2_Septoria_musiva_SO2202_v1.0_genomic.fna,755,754,1,2
GCA_011763975.1_ASM1176397v1_genomic.fna,706,532,21,31
GCA_020574755.1_ASM2057475v1_genomic.fna,747,745,6,5
GCA_021029105.1_Crison1_genomic.fna,734,731,8,16
GCA_019924615.1_ASM1992461v1_genomic.fna,537,216,152,69
GCA_026319225.1_ASM2631922v1_genomic.fna,747,737,3,8
GCA_000827265.1_Gymlu1_genomic.fna,726,713,10,22
GCA_015178965.1_Rusoch1_genomic.fna,727,714,9,22
GCA_023137765.1_ASM2313776v1_genomic.fna,745,743,2,11
GCA_023159215.1_XyAK1471_1_genomic.fna,748,744,2,8
GCA_020744515.1_Fustr1_genomic.fna,751,748,3,4
GCA_026023835.1_ASM2602383v1_genomic.fna,751,744,1,6
GCA_029990475.1_CFA.nuclear_genome_genomic.fna,733,716,1,24
GCA_905071785.1_OL14.v1_assembly_genomic.fna,616,614,49,93
GCA_020500385.1_ASM2050038v1_genomic.fna,746,745,7,5
GCA_003813205.1_Lenti6_1_genomic.fna,737,728,4,17
GCA_045514765.1_ASM4551476v1_genomic.fna,747,743,2,9
GCA_030035935.1_CIC_collapsed.nuclear_genome_genomic.fna,716,700,13,29
GCA_000568295.1_P283_genomic.fna,716,702,12,30
GCA_002352725.1_FGRA07_genomic.fna,747,746,3,8
GCA_001983305.1_ASM198330v1_genomic.fna,721,719,5,32
GCA_042370755.1_Myche1_genomic.fna,739,738,8,11
GCA_002007945.1_ASM200794v1_genomic.fna,747,743,4,7
GCA_045791975.1_Asptetr1_genomic.fna,751,749,3,4
GCA_029204085.1_Myc59_1_genomic.fna,707,404,19,32
GCA_038362815.1_ASM3836281v1_genomic.fna,746,745,7,5
GCA_019924725.1_ASM1992472v1_genomic.fna,756,752,0,2
GCA_000616965.1_Tric_megn_CBS_735_88_V1_genomic.fna,746,744,3,9
GCA_024704445.1_ASM2470444v1_genomic.fna,744,742,7,7
GCA_020573325.1_ASM2057332v1_genomic.fna,746,744,7,5
GCA_911175245.1_Pnal_ESE00254_genomic.fna,750,745,1,7
GCA_009613015.1_ASM961301v1_genomic.fna,748,747,4,6
GCA_027578255.1_UCR_CoemRSA2337_1.0_genomic.fna,509,466,103,146
GCA_015849275.1_UCR_MambNRRL28271_1.0_genomic.fna,718,709,22,18
GCA_002105065.1_Treen1_genomic.fna,650,648,21,87
GCA_030435655.1_Armnov1_genomic.fna,717,627,12,29
GCA_030719095.1_ASM3071909v1_genomic.fna,736,732,10,12
GCA_027919835.1_Lenrap1_genomic.fna,722,712,11,25
GCA_001929475.1_NeoIirr1.0_genomic.fna,632,630,57,69
GCA_014217725.1_ASM1421772v1_genomic.fna,724,711,3,31
GCA_004918655.1_ASM491865v1_genomic.fna,681,680,13,64
GCA_019633545.1_Tulinq238_1.0_genomic.fna,705,690,17,36
GCA_037039555.1_ASM3703955v1_genomic.fna,709,707,25,24
GCA_035135035.1_ASM3513503v1_genomic.fna,756,754,0,2
GCA_947370825.1_ADQ.nuclear_genome_genomic.fna,733,717,1,24
GCA_021193595.1_ASM2119359v1_genomic.fna,723,720,10,25
GCA_003704615.1_ASM370461v1_genomic.fna,744,167,9,5
GCA_029542845.1_ASM2954284v1_genomic.fna,705,703,15,38
GCA_949124305.1_AAR.nuclear_genome.ScRAP_genomic.fna,733,715,1,24
GCA_029991605.1_BAG_1a.nuclear_genome_genomic.fna,732,715,1,25
GCA_019787685.1_ASM1978768v1_genomic.fna,721,645,15,22
GCA_029991145.1_BCE_3a.nuclear_genome_genomic.fna,733,715,1,24
GCA_020797325.1_ASM2079732v1_genomic.fna,724,711,2,32
GCA_911639135.1_Pnal_LCP05232_genomic.fna,750,745,1,7
GCA_004918535.1_ASM491853v1_genomic.fna,596,595,96,66
GCA_036010245.1_ASM3601024v1_genomic.fna,753,748,4,1
GCA_002591385.1_Hirsu2_genomic.fna,665,663,47,46
GCA_030020275.1_Fusox3_1_genomic.fna,736,731,9,13
GCA_012656185.1_ASM1265618v1_genomic.fna,740,739,9,9
GCA_020502455.1_ASM2050245v1_genomic.fna,745,744,7,6
GCA_003704575.1_ASM370457v1_genomic.fna,729,144,20,9
GCA_900237765.1_BghRACE1_v1_genomic.fna,749,742,2,7
GCA_905359455.1_MDC_Fg593_genomic.fna,747,745,3,8
GCA_001636815.1_SPI_1.0_genomic.fna,720,716,17,21
GCA_025094155.1_Lichy1_genomic.fna,726,648,9,23
GCA_019157275.1_ASM1915727v1_genomic.fna,743,738,5,10
GCA_020574155.1_ASM2057415v1_genomic.fna,746,744,7,5
GCA_004154765.1_ASM415476v1_genomic.fna,751,749,2,5
GCA_002865655.1_Melva1_genomic.fna,747,746,5,6
GCA_023920165.1_ASM2392016v1_genomic.fna,749,746,2,7
GCA_911175145.1_Pnal_ESE00261_genomic.fna,748,743,1,9
GCA_903819175.2_SX2_Assembly_v2_genomic.fna,730,713,4,24
GCA_016256075.1_ASM1625607v1_genomic.fna,120,120,36,602
GCA_005059865.1_ASM505986v1_genomic.fna,746,600,7,5
GCA_014461125.1_ASM1446112v1_genomic.fna,729,696,13,16
GCA_029990785.1_CQI_4a.nuclear_genome_genomic.fna,733,716,1,24
GCA_000507405.3_Cryp_heve_BCC8398_V1_genomic.fna,693,691,17,48
GCA_029378255.1_Mycros1_genomic.fna,714,637,13,31
GCA_039105305.1_ASM3910530v1_genomic.fna,753,752,1,4
GCA_027577765.1_UCR_CoemRSA2704_1.0_genomic.fna,494,481,107,157
GCA_020450235.1_ASM2045023v1_genomic.fna,724,711,3,31
GCA_004918305.1_ASM491830v1_genomic.fna,680,679,14,64
GCA_024399295.1_ASM2439929v1_genomic.fna,177,172,26,555
GCA_000277815.3_ASM27781v3_genomic.fna,177,173,31,550
GCA_022963135.1_ASM2296313v1_genomic.fna,737,730,5,16
GCA_900079185.1_AG_v1_genomic.fna,703,569,20,35
GCA_020502375.1_ASM2050237v1_genomic.fna,745,744,6,7
GCA_003016335.1_Corynespora_cassiicola_v1.0_genomic.fna,755,753,0,3
GCA_027577335.1_UCR_CoemRSA564_1.0_genomic.fna,623,614,23,112
GCA_020499785.1_ASM2049978v1_genomic.fna,745,744,5,8
GCA_020502235.1_ASM2050223v1_genomic.fna,746,745,5,7
GCA_011763855.1_ASM1176385v1_genomic.fna,695,527,27,36
GCA_027579585.1_UCR_CoerCBS336.87_1.0_genomic.fna,509,502,74,175
GCA_007825375.1_CFIA_Lawi_EG2017_genomic.fna,702,696,38,18
GCA_000775505.1_Cand_albi_P57055_V1_genomic.fna,723,719,4,31
GCA_025399175.1_Gervar1_genomic.fna,668,649,22,68
GCA_949125735.1_CBM_collapsed.nuclear_genome.ScRAP_genomic.fna,687,668,25,46
GCA_001600855.1_JCM_24511_assembly_v001_genomic.fna,704,703,5,49
GCA_024761655.1_ASM2476165v1_genomic.fna,747,745,6,5
GCA_022578365.1_ASM2257836v1_genomic.fna,749,745,2,7
GCA_010723835.1_ASM1072383v1_genomic.fna,743,742,3,12
GCA_001653215.1_ASM165321v1_genomic.fna,624,621,58,76
GCA_020502425.1_ASM2050242v1_genomic.fna,742,741,9,7
GCA_027579135.1_UCR_CoemRSA1722_1.0_genomic.fna,669,531,24,65
GCA_011066985.1_ASM1106698v1_genomic.fna,743,742,5,10
GCA_004918665.1_ASM491866v1_genomic.fna,687,686,13,58
GCA_010723975.1_ASM1072397v1_genomic.fna,746,745,3,9
GCA_003144605.1_ASM314460v1_genomic.fna,740,735,7,11
GCA_009428265.1_AAFC_TcoDAOMC238052_1_genomic.fna,622,622,49,87
GCA_019924415.1_ASM1992441v1_genomic.fna,755,754,2,1
GCA_025531835.1_PnitS608_1_genomic.fna,713,651,13,32
GCA_001298375.2_ASM129837v2_genomic.fna,731,709,2,25
GCA_002234975.2_ASM223497v2_genomic.fna,740,739,4,14
GCA_000976575.4_Sc_YJM987_v1_genomic.fna,733,716,1,24
GCA_033675085.1_ASM3367508v1_genomic.fna,753,752,2,3
GCA_004681135.1_ASM468113v1_genomic.fna,581,566,84,93
GCA_006783085.1_ASM678308v1_genomic.fna,749,744,3,6
GCA_022813865.1_ASM2281386v1_genomic.fna,752,751,3,3
GCA_003231425.2_Ptr86-124.v2_genomic.fna,750,746,2,6
GCA_040366295.1_Hpulcur_1.0_genomic.fna,742,660,2,14
GCA_018360385.1_CSU_LM78_v1_genomic.fna,732,727,18,8
GCA_028984885.1_ASM2898488v1_genomic.fna,743,740,4,11
GCA_001651415.1_Mortierella_elongata_AG-77_v2.0_genomic.fna,735,660,8,15
GCA_030407015.1_Armfum1_genomic.fna,721,714,17,20
GCA_000977205.2_Sc_YJM1338_v1_genomic.fna,733,716,1,24
GCA_002892995.1_ASM289299v1_genomic.fna,730,728,10,18
GCA_023748715.1_Uh1278_v1_genomic.fna,737,719,4,17
GCA_025134795.1_ZJE1M_oryza_genomic.fna,745,743,6,7
GCA_011068445.1_ASM1106844v1_genomic.fna,743,742,8,7
GCA_030270545.1_ASM3027054v1_genomic.fna,747,744,4,7
GCA_030267845.1_ASM3026784v1_genomic.fna,155,152,235,368
GCA_011952175.2_ASM1195217v2_genomic.fna,711,540,16,31
GCA_027627245.1_Physisporinus_sp_VT162_reassembly_enz_genomic.fna,730,727,12,16
GCA_036320675.1_ASM3632067v1_genomic.fna,755,753,1,2
GCA_009805785.1_ASM980578v1_genomic.fna,511,508,23,224
GCA_037255895.1_ASM3725589v1_genomic.fna,748,745,2,8
GCA_022544795.1_ASM2254479v1_genomic.fna,749,744,2,7
GCA_045785125.1_Aspger1_genomic.fna,750,748,2,6
GCA_030035875.1_ASN_collapsed.nuclear_genome_genomic.fna,714,698,11,33
GCA_000977385.2_Sc_YJM1383_v1_genomic.fna,733,716,1,24
GCA_003056605.2_AZ2_2.1_genomic.fna,750,749,2,6
GCA_011066885.1_ASM1106688v1_genomic.fna,744,743,4,10
GCA_002224005.1_Cryp_neof_Gb118_V1_genomic.fna,704,702,8,46
GCA_030247875.1_UCR_TK_41_genomic.fna,754,753,1,3
GCA_030039275.1_MNACCFEE_5262_genomic.fna,624,616,39,95
GCA_000616825.1_Tric_fish_CBS_288_86_V1_genomic.fna,743,740,7,8
GCA_029990685.1_AIE.nuclear_genome_genomic.fna,733,715,1,24
GCA_019206905.1_ASM1920690v1_genomic.fna,724,723,5,29
GCA_949123835.1_ATV_HP.nuclear_genome.ScRAP_genomic.fna,704,39,1,53
GCA_002893035.1_ASM289303v1_genomic.fna,728,726,8,22
GCA_020500705.1_ASM2050070v1_genomic.fna,745,744,5,8
GCA_902141235.2_C_solani_1703_genomic.fna,748,745,0,10
GCA_043170745.1_ASM4317074v1_genomic.fna,746,744,4,8
GCA_013368315.1_LU_TEN_1.0_genomic.fna,737,712,5,16
GCA_029618285.1_ASM2961828v1_genomic.fna,747,746,5,6
GCA_046000195.1_Awentii_warwick_genomic.fna,744,743,5,9
GCA_025677825.1_Helpul1_genomic.fna,723,640,4,31
GCA_949122555.1_BTE_HP.nuclear_genome.ScRAP_genomic.fna,733,5,1,24
GCA_016748045.1_ASM1674804v1_genomic.fna,755,754,0,3
GCA_000977415.2_Sc_YJM1385_v1_genomic.fna,732,715,1,25
GCA_024704165.1_ASM2470416v1_genomic.fna,741,739,8,9
GCA_036418965.1_ASM3641896v1_genomic.fna,753,750,1,4
GCA_020578075.1_ASM2057807v1_genomic.fna,747,745,6,5
GCA_028828935.1_ASM2882893v1_genomic.fna,744,741,5,9
GCA_002749805.1_ASM274980v1_genomic.fna,736,732,11,11
GCA_028891585.1_CocheC5_4m_genomic.fna,752,749,0,6
GCA_028828735.1_ASM2882873v1_genomic.fna,740,736,7,11
GCA_910591945.1_Ambispora_gerdemannii_MT106_genomic.fna,683,673,23,52
GCA_023138355.1_ASM2313835v1_genomic.fna,748,746,3,7
GCA_020502105.1_ASM2050210v1_genomic.fna,748,747,5,5
GCA_004126415.1_ASM412641v1_genomic.fna,738,705,4,16
GCA_019616915.1_Cerato423_1.0_genomic.fna,604,599,56,98
GCA_022432525.1_Dalgra1_genomic.fna,752,751,0,6
GCA_028827015.1_ASM2882701v1_genomic.fna,736,733,5,17
GCA_020499885.1_ASM2049988v1_genomic.fna,744,743,7,7
GCA_002804325.1_ASM280432v1_genomic.fna,732,718,1,25
GCA_951284595.1_Ab_NCIM_1409_WGS_Assembly_genomic.fna,751,749,3,4
GCA_012656295.1_ASM1265629v1_genomic.fna,745,744,6,7
GCA_020747015.1_Pyrly1_genomic.fna,732,731,5,21
GCA_014904975.1_Marfi1_genomic.fna,742,734,3,13
GCA_024703685.1_ASM2470368v1_genomic.fna,741,739,9,8
GCA_020500485.1_ASM2050048v1_genomic.fna,749,748,4,5
GCA_023376855.1_CABS01_v0.1_genomic.fna,746,743,4,8
GCA_018360055.1_CSU_CCC1483_v1_genomic.fna,747,742,5,6
GCA_020499645.1_ASM2049964v1_genomic.fna,744,743,6,8
GCA_946474995.1_fwild_a_genomic.fna,707,699,14,37
GCA_020501045.1_ASM2050104v1_genomic.fna,747,746,5,6
GCA_032991405.1_FOV4_Tm2_1.0_genomic.fna,729,724,17,12
GCA_012656455.1_ASM1265645v1_genomic.fna,740,739,8,10
GCA_035927225.1_ASM3592722v1_genomic.fna,319,308,154,285
GCA_001702395.2_DHEL01v2_genomic.fna,744,742,7,7
GCA_016800925.1_Suipic1_genomic.fna,718,593,11,29
GCA_015501605.1_Panpap1_genomic.fna,719,715,5,34
GCA_911174995.1_Pols_LCP05357_genomic.fna,748,745,3,7
GCA_020501615.1_ASM2050161v1_genomic.fna,745,744,6,7
GCA_910592205.1_Paraglomus_occultum_IA702_genomic.fna,589,582,61,108
GCA_020499575.1_ASM2049957v1_genomic.fna,747,746,6,5
GCA_029990845.1_CPA_1a.nuclear_genome_genomic.fna,730,713,2,26
GCA_000002545.2_ASM254v2_genomic.fna,725,712,2,31
GCA_000149365.1_ASM14936v1_genomic.fna,728,711,4,26
GCA_015680635.1_UCR_MselenKOD1015_1.0_genomic.fna,666,638,49,43
GCA_002104945.1_Piromyces_sp._finnis_v3.0_genomic.fna,642,616,9,107
GCA_029320655.1_Mycflo1_genomic.fna,736,534,9,13
GCA_027604605.1_ASM2760460v1_genomic.fna,643,621,44,71
GCA_030864415.1_ASM3086441v1_genomic.fna,697,694,11,50
GCA_020569285.1_ASM2056928v1_genomic.fna,747,745,6,5
GCA_015179045.1_Kalpfe1_genomic.fna,742,721,6,10
GCA_024704415.1_ASM2470441v1_genomic.fna,743,741,7,8
GCA_022578945.1_Hypfus1_genomic.fna,752,751,2,4
GCA_000832265.1_Phlgi1_genomic.fna,717,715,11,30
GCA_028826995.1_ASM2882699v1_genomic.fna,731,726,14,13
GCA_004917105.1_ASM491710v1_genomic.fna,751,748,5,2
GCA_021432615.1_Gloci1_genomic.fna,749,745,3,6
GCA_013368295.1_LU_PSS_1.0_genomic.fna,744,739,5,9
GCA_000213195.1_v1.0_genomic.fna,749,747,2,7
GCA_030061015.1_Pva_DTO169C6_1_genomic.fna,747,742,2,9
GCA_035930025.1_ASM3593002v1_genomic.fna,753,751,3,2
GCA_013390205.1_ASM1339020v1_genomic.fna,746,742,4,8
GCA_024761765.1_ASM2476176v1_genomic.fna,746,744,5,7
GCA_020573915.1_ASM2057391v1_genomic.fna,746,744,7,5
GCA_000312925.2_ASM31292v2_genomic.fna,731,728,8,19
GCA_022831745.1_ASM2283174v1_genomic.fna,747,745,5,6
GCA_028028245.1_ASM2802824v1_genomic.fna,752,751,2,4
GCA_023646395.1_KEW_Xsp1_genomic.fna,664,649,52,42
GCA_023134415.1_ASM2313441v1_genomic.fna,747,745,2,9
GCA_030036015.1_AFH.nuclear_genome_genomic.fna,733,715,1,24
GCA_033119265.1_ASM3311926v1_genomic.fna,273,215,191,294
GCA_037075405.1_ASM3707540v1_genomic.fna,746,741,2,10
GCA_020500165.1_ASM2050016v1_genomic.fna,748,747,5,5
GCA_022831895.1_ASM2283189v1_genomic.fna,746,744,5,7
GCA_011801645.2_ASM1180164v2_genomic.fna,712,540,17,29
GCA_002234625.1_Cryp_neof_Bt63_V1_genomic.fna,705,704,7,46
GCA_964275055.1_MOSE0_genomic.fna,720,710,3,35
GCA_027601485.1_ASM2760148v1_genomic.fna,668,649,22,68
GCA_015529505.1_UCR_HspNRRLA10739_1.0_genomic.fna,731,673,12,15
GCA_012656325.1_ASM1265632v1_genomic.fna,747,746,4,7
GCA_022813025.1_PTR_B91_genomic.fna,751,743,2,5
