Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_020575195.1	ASM2057519v1	Parastagonospora nodorum	13684			204FG223					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRIE01	660
GCA_020578585.1	ASM2057858v1	Parastagonospora nodorum	13684			15FG37					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRIW01	1177
GCA_020569945.1	ASM2056994v1	Parastagonospora nodorum	13684			WAC13630					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIREF01	1151
GCA_020575035.1	ASM2057503v1	Parastagonospora nodorum	13684			205FG215_2					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRFE01	835
GCA_020571325.1	ASM2057132v1	Parastagonospora nodorum	13684			WAC13418					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIREN01	1116
GCA_020569495.1	ASM2056949v1	Parastagonospora nodorum	13684			WAC13690					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRED01	1169
GCA_020578445.1	ASM2057844v1	Parastagonospora nodorum	13684			15FG47					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRIU01	530
GCA_020579855.1	ASM2057985v1	Parastagonospora nodorum	13684			15FG120					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRFU01	525
GCA_020571815.1	ASM2057181v1	Parastagonospora nodorum	13684			WAC13402					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGX01	826
GCA_020571885.1	ASM2057188v1	Parastagonospora nodorum	13684			WAC13077					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGY01	611
GCA_020575375.1	ASM2057537v1	Parastagonospora nodorum	13684			204FG221					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRIG01	674
GCA_020572205.1	ASM2057220v1	Parastagonospora nodorum	13684			WAC13073					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIREQ01	659
GCA_020580115.1	ASM2058011v1	Parastagonospora nodorum	13684			15FG117					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRFV01	988
GCA_020570345.1	ASM2057034v1	Parastagonospora nodorum	13684			WAC13617					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGM01	2849
GCA_020580665.1	ASM2058066v1	Parastagonospora nodorum	13684			15FG105					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRFY01	1804
GCA_020568415.1	ASM2056841v1	Parastagonospora nodorum	13684			WAC739					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRDV01	648
GCA_020581165.1	ASM2058116v1	Parastagonospora nodorum	13684			15FG04					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRJO01	811
GCA_020572305.1	ASM2057230v1	Parastagonospora nodorum	13684			WAC13071					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRHC01	610
GCA_020571265.1	ASM2057126v1	Parastagonospora nodorum	13684			WAC13446					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIREM01	504
GCA_020579845.1	ASM2057984v1	Parastagonospora nodorum	13684			15FG226					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRJB01	798
GCA_020571605.1	ASM2057160v1	Parastagonospora nodorum	13684			WAC13403					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGW01	577
GCA_020572645.1	ASM2057264v1	Parastagonospora nodorum	13684			WAC13068					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRHF01	559
GCA_020568095.1	ASM2056809v1	Parastagonospora nodorum	13684			WAC8384					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGD01	727
GCA_020580695.1	ASM2058069v1	Parastagonospora nodorum	13684			15FG104					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRJK01	658
GCA_020574755.1	ASM2057475v1	Parastagonospora nodorum	13684			205FG225					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRIA01	1147
GCA_020572955.1	ASM2057295v1	Parastagonospora nodorum	13684			S1FT3A					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRHI01	1369
GCA_020570015.1	ASM2057001v1	Parastagonospora nodorum	13684			WAC13616					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIREG01	1004
GCA_020574365.1	ASM2057436v1	Parastagonospora nodorum	13684			53FG143_1					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRHW01	610
GCA_020575445.1	ASM2057544v1	Parastagonospora nodorum	13684			203FG213					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRIJ01	1677
GCA_020580305.1	ASM2058030v1	Parastagonospora nodorum	13684			15FG114					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRJG01	674
GCA_020571575.1	ASM2057157v1	Parastagonospora nodorum	13684			WAC13404					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGV01	582
GCA_020572995.1	ASM2057299v1	Parastagonospora nodorum	13684			Northam_Mace2					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRES01	733
GCA_020573915.1	ASM2057391v1	Parastagonospora nodorum	13684			Meck3					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRHR01	774
GCA_020573315.1	ASM2057331v1	Parastagonospora nodorum	13684			Northam_Emu1					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRHM01	883
GCA_020580655.1	ASM2058065v1	Parastagonospora nodorum	13684			15FG109					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRFX01	979
GCA_020570965.1	ASM2057096v1	Parastagonospora nodorum	13684			WAC13523					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGS01	481
GCA_020568055.1	ASM2056805v1	Parastagonospora nodorum	13684			WAC8390					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGC01	1362
GCA_020570635.1	ASM2057063v1	Parastagonospora nodorum	13684			WAC13527					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGP01	2456
GCA_020568325.1	ASM2056832v1	Parastagonospora nodorum	13684			WAC740					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRDU01	993
GCA_020580425.1	ASM2058042v1	Parastagonospora nodorum	13684			15FG112					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRJH01	756
GCA_020575285.1	ASM2057528v1	Parastagonospora nodorum	13684			204FG222					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRIF01	1267
GCA_020575975.1	ASM2057597v1	Parastagonospora nodorum	13684			201FG211					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRFF01	1470
GCA_020573495.1	ASM2057349v1	Parastagonospora nodorum	13684			Nor_RAC2182_1					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRHN01	1389
GCA_020570355.1	ASM2057035v1	Parastagonospora nodorum	13684			WAC13615					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIREH01	1149
GCA_020580145.1	ASM2058014v1	Parastagonospora nodorum	13684			15FG116					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRJE01	1243
GCA_020575105.1	ASM2057510v1	Parastagonospora nodorum	13684			205FG142					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRID01	447
GCA_020574615.1	ASM2057461v1	Parastagonospora nodorum	13684			205FG63					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRHZ01	1224
GCA_020568775.1	ASM2056877v1	Parastagonospora nodorum	13684			WAC4303					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGG01	714
GCA_020575995.1	ASM2057599v1	Parastagonospora nodorum	13684			201FG209					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRIP01	1264
GCA_020580775.1	ASM2058077v1	Parastagonospora nodorum	13684			15FG102					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRJL01	1254
GCA_020568045.1	ASM2056804v1	Parastagonospora nodorum	13684			WAC8410					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGB01	1319
GCA_020580485.1	ASM2058048v1	Parastagonospora nodorum	13684			15FG110					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRJI01	1249
GCA_020574385.1	ASM2057438v1	Parastagonospora nodorum	13684			206FG67					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRFB01	895
GCA_020575955.1	ASM2057595v1	Parastagonospora nodorum	13684			201FG218					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRIO01	1356
GCA_020573625.1	ASM2057362v1	Parastagonospora nodorum	13684			Meck8					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRHQ01	1280
GCA_020581155.1	ASM2058115v1	Parastagonospora nodorum	13684			15FG100					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRJN01	1148
GCA_020568705.1	ASM2056870v1	Parastagonospora nodorum	13684			WAC4321					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRGF01	833
GCA_020572985.1	ASM2057298v1	Parastagonospora nodorum	13684			Northam_Magenta					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRER01	829
GCA_020572675.1	ASM2057267v1	Parastagonospora nodorum	13684			S1FT3B					Annotation submitted by Curtin University of Technology	Scaffold	2021-10-25	JAIRHH01	1889
GCA_004115165.2	Cimm211_ragoo	Coccidioides immitis	5501			WA_211					Annotation submitted by TGen North	Scaffold	2019-07-01	RHJW02	62
GCA_000338975.1	CocheC5_3	Bipolaris maydis C5	701091			C5					Annotation submitted by JGI	Scaffold	2013-02-21	AIDY01	68
GCA_012184645.1	IPPP_Chae_K1.1	Candidozyma haemuli var. vulneris	1231523			K1					Annotation submitted by Instituto de Pesquisa Pele Pequeno Principe	Scaffold	2020-04-08	WYDC01	350
GCA_012184655.1	IPPP_Chae_K2.1	Candidozyma haemuli var. vulneris	1231523			K2					Annotation submitted by Instituto de Pesquisa Pele Pequeno Principe	Scaffold	2020-04-08	WYDD01	387
GCA_000474925.1	Spor_sche_ATCC58251_V1	Sporothrix schenckii ATCC 58251	1391915			ATCC 58251					Annotation submitted by Broad Institute	Scaffold	2013-10-21	AWEQ01	29
GCA_000151065.3	ASM15106v3	Blumeria hordei DH14	546991			DH14					Annotation submitted by Blumeria Genome Sequencing Consortium	Scaffold	2013-08-06	CAUH01	6843
GCA_000149815.1	ASM14981v1	Coccidioides immitis H538.4	396776			H538.4					Annotation submitted by Broad Institute	Scaffold	2006-09-25	AASO01	553
GCA_000150085.1	ASM15008v1	Coccidioides immitis RMSCC 3703	454286			RMSCC 3703					Annotation submitted by Broad Institute	Scaffold	2007-07-18	ABBC01	286
GCA_040760105.1	Colletotrichum_acutatum_COL14	Colletotrichum acutatum	27357			COL14					Annotation submitted by Universita degli Studi della Tuscia	Contig	2024-07-10	JAZDWV01	
GCA_001683735.1	ASM168373v1	Grifola frondosa	5627			9006-11					Annotation submitted by Korea University	Contig	2016-07-12	LUGG01	
GCA_037954465.1	CACUL51	Colletotrichum acutatum	27357			L51					Annotation submitted by University of Bologna	Scaffold	2024-04-03	JBBDHJ01	450
GCA_022606095.1	Irplac1	Irpex lacteus	5319			CCBAS Fr 238 617/93					Annotation submitted by DOE Joint Genome Institute	Contig	2022-03-16	JABYQL01	
GCA_002008025.1	ASM200802v1	[Candida] boidinii	5477			UNISS-Cb60					Annotation submitted by University of Sassari	Scaffold	2017-02-28	MSRY01	235
GCA_002008015.1	ASM200801v1	[Candida] boidinii	5477			NDK27A1					Annotation submitted by University of Sassari	Scaffold	2017-02-28	MSSE01	272
GCA_002307695.1	Armga1	Armillaria gallica	47427			Ar21-2					Annotation submitted by DOE Joint Genome Institute	Scaffold	2017-09-18	NKEW01	319
GCA_002007985.1	ASM200798v1	[Candida] boidinii	5477			Cb18					Annotation submitted by University of Sassari	Scaffold	2017-02-28	MSRX01	279
GCA_002008075.1	ASM200807v1	[Candida] boidinii	5477			DBVPG6799					Annotation submitted by University of Sassari	Scaffold	2017-02-28	MSSB01	429
GCA_002008085.1	ASM200808v1	[Candida] boidinii	5477			DBVPG8035					Annotation submitted by University of Sassari	Scaffold	2017-02-28	MSSD01	552
GCA_002008065.1	ASM200806v1	[Candida] boidinii	5477			TOMC-Y47					Annotation submitted by University of Sassari	Scaffold	2017-02-28	MSSA01	597
GCA_002008095.1	ASM200809v1	[Candida] boidinii	5477			DBVPG7578					Annotation submitted by University of Sassari	Scaffold	2017-02-28	MSSC01	626
GCA_002007995.1	ASM200799v1	[Candida] boidinii	5477			TOMC-Y13					Annotation submitted by University of Sassari	Scaffold	2017-02-28	MSRZ01	857
GCA_009769425.1	ASM976942v1	Venturia inaequalis	5025			120213					Annotation submitted by ARS	Scaffold	2019-12-19	WNWS01	6915
GCA_009769405.1	ASM976940v1	Venturia inaequalis	5025			DMI_063113					Annotation submitted by ARS	Scaffold	2019-12-19	WNWR01	7554
GCA_009428345.1	AAFC_TiDAOMC236408_1	Tilletia indica	43049			DAOMC 236408					Annotation submitted by Agriculture and Agri-Food Canada	Scaffold	2019-10-30	RDSI01	2555
GCA_009769445.1	ASM976944v1	Venturia inaequalis	5025						bline_iso_100314		Annotation submitted by ARS	Contig	2019-12-19	WNWQ01	
GCA_001645015.2	AAFC_TiDAOMC236416_2	Tilletia indica	43049			DAOMC 236416					Annotation submitted by Agriculture and Agri-Food Canada	Scaffold	2019-10-30	LWDF02	3113
GCA_009428365.1	AAFC_TiDAOMC236414_1	Tilletia indica	43049			DAOMC 236414					Annotation submitted by Agriculture and Agri-Food Canada	Scaffold	2019-10-30	RDSJ01	4624
GCA_030267585.1	ASM3026758v1	[Candida] boidinii	5477			NBRC 10035					Annotation submitted by Biological Resource Center, National Institute of Technology and Evaluation (NBRC)	Contig	2023-05-12	BSXN01	
GCA_030267665.1	ASM3026766v1	[Candida] boidinii	5477			NBRC 10240					Annotation submitted by Biological Resource Center, National Institute of Technology and Evaluation (NBRC)	Contig	2023-05-12	BSXP01	
GCA_030267685.1	ASM3026768v1	[Candida] boidinii	5477			NBRC 1967					Annotation submitted by Biological Resource Center, National Institute of Technology and Evaluation (NBRC)	Contig	2023-05-12	BSXV01	
GCA_030267825.1	ASM3026782v1	[Candida] boidinii	5477			NBRC 10574					Annotation submitted by Biological Resource Center, National Institute of Technology and Evaluation (NBRC)	Contig	2023-05-12	BSXR01	
GCA_030267845.1	ASM3026784v1	[Candida] boidinii	5477			NBRC 10329					Annotation submitted by Biological Resource Center, National Institute of Technology and Evaluation (NBRC)	Contig	2023-05-12	BSXQ01	
GCA_010203745.1	Muccir1_3	Mucor lusitanicus	29924			MU402					Annotation submitted by DOE Joint Genome Institute	Contig	2020-02-05	JAAECE01	
GCA_008692205.1	Ptr_V0001	Pyrenophora tritici-repentis	45151						V0001		Annotation submitted by Curtin University	Contig	2019-09-24	SAXQ01	
GCA_900157425.1	version 2	Armillaria ostoyae	47428			C18/9					Annotation submitted by Technische Universitat Munchen - WZW	Contig	2017-09-28	FUEG01	
GCA_004919615.1	Ncer 3.0	Vairimorpha ceranae	40302			BRL					Annotation submitted by Jiangxi Agricultural University	Contig	2019-04-29	SMUP01	
GCA_008692325.1	ASM869232v1	Sordaria macrospora	5147			R19027					Annotation submitted by Ruhr-University Bochum	Scaffold	2019-09-24	NMPR01	584
GCA_022544805.1	ASM2254480v1	Pyrenophora tritici-repentis	45151			Alg215					Annotation submitted by Curtin University	Scaffold	2022-03-11	RXHK01	3132
GCA_003171545.1	PtrARCrossB10	Pyrenophora tritici-repentis	45151			ARCrossB10	ARCrossB10	USA			Annotation submitted by Curtin University	Scaffold	2018-05-25	NQWZ01	2863
GCA_022578395.1	ASM2257839v1	Pyrenophora tritici-repentis	45151			T199					Annotation submitted by Curtin University	Scaffold	2022-03-15	RXHM01	3171
GCA_022578365.1	ASM2257836v1	Pyrenophora tritici-repentis	45151			T205					Annotation submitted by Curtin University	Scaffold	2022-03-15	RXHL01	3078
GCA_022544795.1	ASM2254479v1	Pyrenophora tritici-repentis	45151			Alg130					Annotation submitted by Curtin University	Scaffold	2022-03-11	RXHN01	3405
GCA_022788415.1	ASM2278841v1	Pyrenophora tritici-repentis	45151			SN001A					Annotation submitted by Curtin University	Scaffold	2022-04-01	PSOQ01	2367
GCA_022788435.1	ASM2278843v1	Pyrenophora tritici-repentis	45151			EW7m1					Annotation submitted by Curtin University	Scaffold	2022-04-01	PSOR01	2406
GCA_022788425.1	ASM2278842v1	Pyrenophora tritici-repentis	45151			SN002B					Annotation submitted by Curtin University	Scaffold	2022-04-01	PSOO01	2952
GCA_022788405.1	ASM2278840v1	Pyrenophora tritici-repentis	45151			EW4-4					Annotation submitted by Curtin University	Scaffold	2022-04-01	PSOS01	2353
GCA_022788505.1	ASM2278850v1	Pyrenophora tritici-repentis	45151			EW306-2-1					Annotation submitted by Curtin University	Scaffold	2022-04-01	PSOT01	2590
GCA_022788515.1	ASM2278851v1	Pyrenophora tritici-repentis	45151			CC142					Annotation submitted by Curtin University	Scaffold	2022-04-01	PSOU01	2398
GCA_022788445.1	ASM2278844v1	Pyrenophora tritici-repentis	45151			SN001C					Annotation submitted by Curtin University	Scaffold	2022-04-01	PSOP01	2483
GCA_003231345.1	Ptr5213	Pyrenophora tritici-repentis	45151			5213					Annotation submitted by Curtin University	Scaffold	2018-06-15	MVBI01	3318
GCA_003231365.1	Ptr239	Pyrenophora tritici-repentis	45151			239					Annotation submitted by Curtin University	Scaffold	2018-06-15	MVBH01	3309
GCA_003231355.1	Ptr11137	Pyrenophora tritici-repentis	45151			11137					Annotation submitted by Curtin University	Scaffold	2018-06-15	MVBG01	2645
GCA_027595865.1	Umbelopsis_isabellina_MPG-14A_reass_enz	Umbelopsis isabellina	91625			MPG-14A					Annotation submitted by TU Dresden - IHI Zittau	Contig	2023-01-09	JANJFK01	
GCA_024761355.1	ASM2476135v1	Hortaea werneckii	91943			EXF-3845					Annotation submitted by Biotechnical Faculty, University of Ljubljana	Contig	2022-08-29	JAHCCD01	
